Date,YoY,InfChange
1968-01-31,3.65186106,
1968-02-29,3.673819411,0.0060129207106254245
1968-03-31,4.142163975,0.12748165100268705
1968-04-30,4.155828095,0.003298787803300396
1968-05-31,4.088245437,-0.016262139928576613
1968-06-30,4.545569347,0.11186312491443484
1968-07-31,4.753076334,0.04565038417837619
1968-08-31,4.9466066,0.04071684366094175
1968-09-30,4.948246979,0.000331617032169218
1968-10-31,5.182592347,0.047359270665862985
1968-11-30,5.399387944,0.04183149715132317
1968-12-31,5.706347843,0.056850869428840545
1969-01-31,5.746196961,0.006983296338810341
1969-02-28,5.749956071,0.0006541909415067604
1969-03-31,6.125157849,0.06525298165186633
1969-04-30,6.505620421,0.06211473751033436
1969-05-31,6.780633974,0.04227322456629379
1969-06-30,6.375966005,-0.05967996068681458
1969-07-31,6.389268621,0.0020863687148846566
1969-08-31,6.414746498,0.003987604608806095
1969-09-30,6.834758299,0.06547597806568839
1969-10-31,6.560106336,-0.04018459043975042
1969-11-30,6.437390535,-0.0187063737559513
